idx,Continent,Country,Year,Coal,Oil,Gas,Cement,Flaring,Country Code
USA1916,North America,United States,1916,1345442.784,133981.488,36834.192,0.0,0.0,USA
USA1917,North America,United States,1917,1481644.656,147941.328,38882.368,0.0,0.0,USA
USA1918,North America,United States,1918,1551136.08,159189.808,35258.672,0.0,0.0,USA
USA1919,North America,United States,1919,1261251.392,179217.232,36482.448,0.0,0.0,USA
USA1920,North America,United States,1920,1465534.048,230645.136,39710.432,0.0,0.0,USA
USA1921,North America,United States,1921,1142651.376,246360.032,32961.344,0.0,0.0,USA
USA1922,North America,United States,1922,1112888.704,282487.072,37948.048,0.0,0.0,USA
USA1923,North America,United States,1923,1509469.072,334413.28,50127.184,0.0,0.0,USA
USA1924,North America,United States,1924,1313206.912,325557.392,56828.64,0.0,0.0,USA
USA1925,North America,United States,1925,1340478.064,341242.976,59173.6,0.0,0.0,USA
USA1926,North America,United States,1926,1477933.024,345266.048,65336.448,0.0,0.0,USA
USA1927,North America,United States,1927,1376693.04,396206.64,71938.976,0.0,0.0,USA
USA1928,North America,United States,1928,1330160.24,404403.008,78054.192,15172.624,0.0,USA
USA1929,North America,United States,1929,1404587.072,445597.36,95461.856,14688.976,0.0,USA
USA1930,North America,United States,1930,1238168.192,393407.344,96784.56,13853.584,0.0,USA
USA1931,North America,United States,1931,1021479.232,366619.84,84213.376,10764.832,0.0,USA
USA1932,North America,United States,1932,834237.84,337652.256,77955.264,6562.224,0.0,USA
USA1933,North America,United States,1933,889861.024,373786.624,78101.824,5433.712,0.0,USA
USA1934,North America,United States,1934,963917.792,374992.08,88811.696,6664.816,0.0,USA
USA1935,North America,United States,1935,982153.52,405205.424,96293.584,6606.192,0.0,USA
USA1936,North America,United States,1936,1143798.208,448356.352,108813.472,9727.92,0.0,USA
USA1937,North America,United States,1937,1144948.704,513634.176,120941.312,10035.696,0.0,USA
USA1938,North America,United States,1938,906796.032,482197.056,115320.736,9108.704,0.0,USA
USA1939,North America,United States,1939,1024985.68,508156.496,124121.664,10596.288,0.0,USA
USA1940,North America,United States,1940,1168881.952,557620.496,133706.688,11281.456,0.0,USA
USA1941,North America,United States,1941,1294762.336,588735.184,141532.992,14183.344,0.0,USA
USA1942,North America,United States,1942,1458594.432,565692.288,153855.024,15751.536,0.0,USA
USA1943,North America,United States,1943,1470802.88,612935.904,171951.52,11493.968,0.0,USA
USA1944,North America,United States,1944,1545852.592,700120.784,186574.544,7833.632,0.0,USA
USA1945,North America,United States,1945,1421423.152,727377.28,197676.464,8863.216,0.0,USA
USA1946,North America,United States,1946,1298756.096,737017.264,203102.848,14154.032,0.0,USA
USA1947,North America,United States,1947,1449232.912,791343.392,224086.576,16103.28,0.0,USA
USA1948,North America,United States,1948,1433188.256,874343.984,251764.432,17752.08,0.0,USA
USA1949,North America,United States,1949,1063102.272,813723.104,265068.416,18096.496,0.0,USA
USA1950,North America,United States,1950,1257231.984,896800.64,319218.672,19569.424,43121.616,USA
USA1951,North America,United States,1951,1211596.864,960660.496,376208.528,21199.904,42700.256,USA
USA1952,North America,United States,1952,1074174.88,1000968.16,402787.184,21471.04,45682.752,USA
USA1953,North America,United States,1953,1065956.528,1050080.416,423342.224,22749.776,43619.92,USA
USA1954,North America,United States,1954,913446.192,1063212.192,443999.856,23442.272,38951.984,USA
USA1955,North America,United States,1955,1026220.448,1147901.888,479192.576,26761.856,41645.024,USA
USA1956,North America,United States,1956,1068356.448,1203785.216,505888.48,28341.04,46529.136,USA
USA1957,North America,United States,1957,1024080.672,1193661.584,540645.184,26666.592,43557.632,USA
USA1958,North America,United States,1958,888344.128,1220046.048,570700.976,27736.48,34097.184,USA
USA1959,North America,United States,1959,910976.656,1258455.76,593208.928,30231.664,30755.616,USA
USA1960,North America,United States,1960,917963.904,1281630.56,630024.8,28396.0,30315.936,USA
USA1961,North America,United States,1961,887442.784,1297316.144,636414.816,28777.056,28198.144,USA
USA1962,North America,United States,1962,920818.16,1334747.568,676367.072,29909.232,22921.984,USA
USA1963,North America,United States,1963,987008.32,1359256.064,718455.44,31308.88,20650.304,USA
USA1964,North America,United States,1964,1049175.408,1393917.504,759070.88,32752.496,18411.6,USA
USA1965,North America,United States,1965,1090618.912,1464691.328,782604.752,33045.616,17187.824,USA
USA1966,North America,United States,1966,1132718.272,1529661.376,842207.04,34144.816,20232.608,USA
USA1967,North America,United States,1967,1163048.864,1589194.048,881283.6,32774.48,26384.464,USA
USA1968,North America,United States,1968,1139602.928,1689422.768,936360.848,35016.848,27817.088,USA
USA1969,North America,United States,1969,1157999.872,1781627.328,1018082.704,35430.88,28315.392,USA
USA1970,North America,United States,1970,1168090.528,2038081.68,1059211.104,33730.784,26248.896,USA
USA1971,North America,United States,1971,1107407.36,2097306.576,1096928.32,36306.576,15260.56,USA
USA1972,North America,United States,1972,1124840.672,2269173.824,1115673.344,38222.848,13307.648,USA
USA1973,North America,United States,1973,1210552.624,2399483.984,1103479.552,39589.52,13186.736,USA
USA1974,North America,United States,1974,1196281.344,2299907.456,1052168.896,37468.064,8899.856,USA
USA1975,North America,United States,1975,1151228.8,2234735.888,978130.448,31517.728,7111.824,USA
USA1976,North America,United States,1976,1274423.472,2299431.136,994457.232,33675.824,7338.992,USA
USA1977,North America,United States,1977,1289354.272,2442719.184,962888.208,36189.328,7262.048,USA
USA1978,North America,United States,1978,1367298.544,2492560.576,980233.584,38640.544,8123.088,USA
USA1979,North America,United States,1979,1414751.008,2420321.152,1015012.272,38834.736,8866.88,USA
USA1980,North America,United States,1980,1460030.72,2216709.008,1001239.296,34676.096,6690.464,USA
USA1981,North America,United States,1981,1488434.048,2035535.2,969919.424,32968.672,5232.192,USA
USA1982,North America,United States,1982,1437269.952,1929121.648,902758.304,29084.832,4990.368,USA
USA1983,North America,United States,1983,1516844.704,1926611.808,857526.224,32254.192,5089.296,USA
USA1984,North America,United States,1984,1586090.64,1957840.08,886237.328,35577.44,5789.12,USA
USA1985,North America,United States,1985,1626680.432,1961478.432,859977.44,35647.056,5100.288,USA
USA1986,North America,United States,1986,1588461.248,2045171.52,816786.208,36127.04,5243.184,USA
USA1987,North America,United States,1987,1680812.368,2096167.072,864986.128,35940.176,6631.84,USA
USA1988,North America,United States,1988,1758906.864,2179896.8,906700.768,35375.92,7643.104,USA
USA1989,North America,United States,1989,1796755.984,2172744.672,938420.016,35511.488,7595.472,USA
USA1990,North America,United States,1990,1780370.576,1992248.704,1003159.232,35577.44,8101.104,USA
USA1991,North America,United States,1991,1764461.488,1959690.4,1049486.848,34115.504,9152.672,USA
USA1992,North America,United States,1992,1786452.816,2004603.712,1070118.832,35320.96,9020.768,USA
USA1993,North America,United States,1993,1829006.512,2045512.272,1100398.128,37431.424,12212.112,USA
USA1994,North America,United States,1994,1840914.512,2074586.112,1122847.456,39541.888,12296.384,USA
USA1995,North America,United States,1995,1838690.464,2074457.872,1161260.832,39028.928,15282.544,USA
USA1996,North America,United States,1996,1908687.52,2132708.144,1151492.608,40271.024,14656.0,USA
USA1997,North America,United States,1997,1961529.728,2186865.728,1160135.984,41985.776,13805.952,USA
USA1998,North America,United States,1998,1972660.96,2234395.136,1141368.976,42615.984,5547.296,USA
USA1999,North America,United States,1999,1985096.576,2265579.44,1199809.776,43740.832,5939.344,USA
USA2000,North America,United States,2000,2069269.648,2316120.656,1254121.248,44601.872,4913.424,USA
USA2001,North America,United States,2001,2036487.84,2325910.864,1178529.264,45070.864,5221.2,USA
USA2002,North America,United States,2002,2058677.024,2302497.904,1224699.328,45477.568,5342.112,USA
USA2003,North America,United States,2003,2055232.864,2374517.488,1189019.296,47005.456,5283.488,USA
USA2004,North America,United States,2004,2102897.84,2426183.552,1167753.44,49339.424,5191.888,USA
USA2005,North America,United States,2005,2121837.056,2444411.952,1162044.928,50281.072,6415.664,USA
USA2006,North America,United States,2006,2092506.736,2392962.064,1150492.336,49687.504,6972.592,USA
USA2007,North America,United States,2007,2109335.488,2375290.592,1243682.512,48262.208,7727.376,USA
USA2008,North America,United States,2008,2076791.84,2240334.48,1239747.376,43656.56,8987.792,USA
USA2009,North America,United States,2009,1840511.472,2150496.864,1226967.344,32312.816,8907.184,USA
USA2010,North America,United States,2010,1910153.12,2164511.664,1274031.424,33485.296,8936.496,USA
USA2011,North America,United States,2011,1827310.08,2109533.344,1303028.32,34203.44,11281.456,USA
USA2012,North America,United States,2012,1626464.256,2075956.448,1364022.928,37339.824,11464.656,USA
USA2013,North America,United States,2013,1651148.624,2060120.64,1391070.576,38574.592,14025.792,USA
USA2014,North America,United States,2014,1648972.208,2112409.584,1431594.416,41454.496,15550.016,USA
URY1932,South America,Uruguay,1932,0.0,0.0,0.0,76.944,0.0,URY
URY1933,South America,Uruguay,1933,0.0,0.0,0.0,65.952,0.0,URY
URY1934,South America,Uruguay,1934,0.0,0.0,0.0,51.296,0.0,URY
URY1935,South America,Uruguay,1935,0.0,0.0,0.0,51.296,0.0,URY
URY1936,South America,Uruguay,1936,0.0,0.0,0.0,54.96,0.0,URY
URY1937,South America,Uruguay,1937,0.0,0.0,0.0,73.28,0.0,URY
URY1938,South America,Uruguay,1938,0.0,0.0,0.0,76.944,0.0,URY
URY1939,South America,Uruguay,1939,0.0,0.0,0.0,87.936,0.0,URY
URY1940,South America,Uruguay,1940,0.0,0.0,0.0,84.272,0.0,URY
URY1941,South America,Uruguay,1941,0.0,0.0,0.0,87.936,0.0,URY
URY1942,South America,Uruguay,1942,0.0,0.0,0.0,73.28,0.0,URY
URY1943,South America,Uruguay,1943,0.0,0.0,0.0,65.952,0.0,URY
URY1944,South America,Uruguay,1944,0.0,0.0,0.0,95.264,0.0,URY
URY1945,South America,Uruguay,1945,0.0,0.0,0.0,109.92,0.0,URY
URY1946,South America,Uruguay,1946,0.0,0.0,7.328,135.568,0.0,URY
URY1947,South America,Uruguay,1947,0.0,0.0,7.328,139.232,0.0,URY
URY1948,South America,Uruguay,1948,0.0,0.0,3.664,142.896,0.0,URY
URY1949,South America,Uruguay,1949,0.0,0.0,3.664,146.56,0.0,URY
URY1950,South America,Uruguay,1950,278.464,2026.192,0.0,150.224,0.0,URY
URY1951,South America,Uruguay,1951,304.112,2169.088,0.0,150.224,0.0,URY
URY1952,South America,Uruguay,1952,260.144,2744.336,0.0,150.224,0.0,URY
URY1953,South America,Uruguay,1953,179.536,3180.352,0.0,146.56,0.0,URY
URY1954,South America,Uruguay,1954,194.192,3396.528,0.0,146.56,0.0,URY
URY1955,South America,Uruguay,1955,201.52,3587.056,0.0,131.904,0.0,URY
URY1956,South America,Uruguay,1956,223.504,3627.36,0.0,168.544,0.0,URY
URY1957,South America,Uruguay,1957,208.848,4015.744,0.0,208.848,0.0,URY
URY1958,South America,Uruguay,1958,223.504,3539.424,0.0,216.176,0.0,URY
URY1959,South America,Uruguay,1959,120.912,4059.712,0.0,208.848,0.0,URY
URY1960,South America,Uruguay,1960,172.208,3938.8,0.0,205.184,0.0,URY
URY1961,South America,Uruguay,1961,124.576,3799.568,0.0,194.192,0.0,URY
URY1962,South America,Uruguay,1962,109.92,3715.296,0.0,186.864,0.0,URY
URY1963,South America,Uruguay,1963,117.248,4026.736,0.0,168.544,0.0,URY
URY1964,South America,Uruguay,1964,84.272,4268.56,0.0,201.52,0.0,URY
URY1965,South America,Uruguay,1965,109.92,5199.216,0.0,208.848,0.0,URY
URY1966,South America,Uruguay,1966,98.928,5067.312,0.0,234.496,0.0,URY
URY1967,South America,Uruguay,1967,106.256,4565.344,0.0,208.848,0.0,URY
URY1968,South America,Uruguay,1968,87.936,4536.032,0.0,256.48,0.0,URY
URY1969,South America,Uruguay,1969,80.608,5283.488,0.0,230.832,0.0,URY
URY1970,South America,Uruguay,1970,58.624,5430.048,0.0,249.152,0.0,URY
URY1971,South America,Uruguay,1971,95.264,5481.344,0.0,227.168,0.0,URY
URY1972,South America,Uruguay,1972,87.936,5752.48,0.0,230.832,0.0,URY
URY1973,South America,Uruguay,1973,73.28,5437.376,0.0,256.48,0.0,URY
URY1974,South America,Uruguay,1974,76.944,5331.12,0.0,271.136,0.0,URY
URY1975,South America,Uruguay,1975,76.944,5569.28,0.0,318.768,0.0,URY
URY1976,South America,Uruguay,1976,69.616,5485.008,0.0,337.088,0.0,URY
URY1977,South America,Uruguay,1977,65.952,5239.52,0.0,340.752,0.0,URY
URY1978,South America,Uruguay,1978,7.328,5389.744,0.0,340.752,0.0,URY
URY1979,South America,Uruguay,1979,14.656,5917.36,0.0,340.752,0.0,URY
URY1980,South America,Uruguay,1980,10.992,5419.056,0.0,403.04,0.0,URY
URY1981,South America,Uruguay,1981,7.328,4994.032,0.0,370.064,0.0,URY
URY1982,South America,Uruguay,1982,7.328,4532.368,0.0,329.76,0.0,URY
URY1983,South America,Uruguay,1983,3.664,3609.04,0.0,201.52,0.0,URY
URY1984,South America,Uruguay,1984,3.664,3279.28,0.0,164.88,0.0,URY
URY1985,South America,Uruguay,1985,3.664,3136.384,0.0,157.552,0.0,URY
URY1986,South America,Uruguay,1986,3.664,3008.144,0.0,168.544,0.0,URY
URY1987,South America,Uruguay,1987,3.664,3352.56,0.0,201.52,0.0,URY
URY1988,South America,Uruguay,1988,3.664,4583.664,0.0,216.176,0.0,URY
URY1989,South America,Uruguay,1989,0.0,4598.32,0.0,278.464,0.0,URY
URY1990,South America,Uruguay,1990,3.664,3740.944,0.0,249.152,0.0,URY
URY1991,South America,Uruguay,1991,3.664,4301.536,0.0,249.152,0.0,URY
URY1992,South America,Uruguay,1992,3.664,4913.424,0.0,249.152,0.0,URY
URY1993,South America,Uruguay,1993,0.0,4213.6,0.0,249.152,0.0,URY
URY1994,South America,Uruguay,1994,0.0,3711.632,0.0,351.744,0.0,URY
URY1995,South America,Uruguay,1995,0.0,4286.88,0.0,300.448,0.0,URY
URY1996,South America,Uruguay,1996,3.664,5096.624,0.0,340.752,0.0,URY
URY1997,South America,Uruguay,1997,3.664,5155.248,0.0,388.384,0.0,URY
URY1998,South America,Uruguay,1998,3.664,5239.52,3.664,436.016,0.0,URY
URY1999,South America,Uruguay,1999,3.664,6287.424,40.304,392.048,0.0,URY
URY2000,South America,Uruguay,2000,3.664,4891.44,62.288,348.08,0.0,URY
URY2001,South America,Uruguay,2001,3.664,4514.048,58.624,505.632,0.0,URY
URY2002,South America,Uruguay,2002,3.664,4074.368,40.304,498.304,0.0,URY
URY2003,South America,Uruguay,2003,3.664,3953.456,109.92,523.952,0.0,URY
URY2004,South America,Uruguay,2004,3.664,5100.288,194.192,307.776,0.0,URY
URY2005,South America,Uruguay,2005,3.664,5272.496,183.2,307.776,0.0,URY
URY2006,South America,Uruguay,2006,7.328,6115.216,212.512,307.776,0.0,URY
URY2007,South America,Uruguay,2007,10.992,5485.008,194.192,307.776,0.0,URY
URY2008,South America,Uruguay,2008,3.664,7775.008,172.208,307.776,0.0,URY
URY2009,South America,Uruguay,2009,3.664,7404.944,120.912,523.952,0.0,URY
URY2010,South America,Uruguay,2010,3.664,5814.768,150.224,414.032,0.0,URY
URY2011,South America,Uruguay,2011,3.664,7119.152,146.56,483.648,0.0,URY
URY2012,South America,Uruguay,2012,7.328,8134.08,106.256,436.016,0.0,URY
URY2013,South America,Uruguay,2013,7.328,7049.536,98.928,425.024,0.0,URY
URY2014,South America,Uruguay,2014,7.328,6228.8,91.6,410.368,0.0,URY
UZB1992,Asia,Uzbekistan,1992,9691.28,22236.816,76845.072,2938.528,0.0,UZB
UZB1993,Asia,Uzbekistan,1993,7386.624,24563.456,81549.648,2641.744,0.0,UZB
UZB1994,Asia,Uzbekistan,1994,7478.224,20551.376,78153.12,2392.592,0.0,UZB
UZB1995,Asia,Uzbekistan,1995,4209.936,19162.72,78285.024,1692.768,0.0,UZB
UZB1996,Asia,Uzbekistan,1996,4722.896,18462.896,81256.528,1645.136,0.0,UZB
UZB1997,Asia,Uzbekistan,1997,3883.84,19115.088,82505.952,1645.136,0.0,UZB
UZB1998,Asia,Uzbekistan,1998,4056.048,18939.216,94355.328,1692.768,0.0,UZB
UZB1999,Asia,Uzbekistan,1999,4026.736,19745.296,96934.784,2227.712,0.0,UZB
UZB2000,Asia,Uzbekistan,2000,4917.088,19690.336,95366.592,1755.056,0.0,UZB
UZB2001,Asia,Uzbekistan,2001,5048.992,19470.496,96839.52,1993.216,0.0,UZB
UZB2002,Asia,Uzbekistan,2002,5041.664,19151.728,102053.392,1993.216,0.0,UZB
UZB2003,Asia,Uzbekistan,2003,3876.512,20474.432,100294.672,2392.592,0.0,UZB
UZB2004,Asia,Uzbekistan,2004,4583.664,19210.352,99796.368,2524.496,0.0,UZB
UZB2005,Asia,Uzbekistan,2005,4426.112,14747.6,95454.528,2524.496,0.0,UZB
UZB2006,Asia,Uzbekistan,2006,4752.208,14670.656,97931.392,2839.6,0.0,UZB
UZB2007,Asia,Uzbekistan,2007,5034.336,13303.984,98524.96,3238.976,0.0,UZB
UZB2008,Asia,Uzbekistan,2008,4924.416,13014.528,102570.016,3290.272,0.0,UZB
UZB2009,Asia,Uzbekistan,2009,5305.472,12193.792,86129.648,3414.848,0.0,UZB
UZB2010,Asia,Uzbekistan,2010,5151.584,10306.832,85198.992,3425.84,0.0,UZB
UZB2011,Asia,Uzbekistan,2011,5415.392,9705.936,95132.096,3337.904,0.0,UZB
UZB2012,Asia,Uzbekistan,2012,5470.352,8617.728,98242.832,3389.2,0.0,UZB
UZB2013,Asia,Uzbekistan,2013,5686.528,8119.424,85979.424,3484.464,0.0,UZB
UZB2014,Asia,Uzbekistan,2014,6144.528,7643.104,87675.856,3664.0,0.0,UZB
VUT1962,Oceania,Vanuatu,1962,10.992,29.312,0.0,0.0,0.0,VUT
VUT1963,Oceania,Vanuatu,1963,7.328,29.312,0.0,0.0,0.0,VUT
VUT1964,Oceania,Vanuatu,1964,29.312,29.312,0.0,0.0,0.0,VUT
VUT1965,Oceania,Vanuatu,1965,14.656,32.976,0.0,0.0,0.0,VUT
VUT1966,Oceania,Vanuatu,1966,40.304,36.64,0.0,0.0,0.0,VUT
VUT1967,Oceania,Vanuatu,1967,43.968,40.304,0.0,0.0,0.0,VUT
VUT1968,Oceania,Vanuatu,1968,7.328,54.96,0.0,0.0,0.0,VUT
VUT1969,Oceania,Vanuatu,1969,0.0,43.968,0.0,0.0,0.0,VUT
VUT1970,Oceania,Vanuatu,1970,0.0,40.304,0.0,0.0,0.0,VUT
VUT1971,Oceania,Vanuatu,1971,0.0,58.624,0.0,0.0,0.0,VUT
VUT1972,Oceania,Vanuatu,1972,0.0,62.288,0.0,0.0,0.0,VUT
VUT1973,Oceania,Vanuatu,1973,0.0,54.96,0.0,0.0,0.0,VUT
VUT1974,Oceania,Vanuatu,1974,0.0,62.288,0.0,0.0,0.0,VUT
VUT1975,Oceania,Vanuatu,1975,0.0,54.96,0.0,0.0,0.0,VUT
VUT1976,Oceania,Vanuatu,1976,0.0,43.968,0.0,0.0,0.0,VUT
VUT1977,Oceania,Vanuatu,1977,0.0,51.296,0.0,0.0,0.0,VUT
VUT1978,Oceania,Vanuatu,1978,0.0,58.624,0.0,0.0,0.0,VUT
VUT1979,Oceania,Vanuatu,1979,0.0,62.288,0.0,0.0,0.0,VUT
VUT1980,Oceania,Vanuatu,1980,0.0,62.288,0.0,0.0,0.0,VUT
VUT1981,Oceania,Vanuatu,1981,0.0,51.296,0.0,0.0,0.0,VUT
VUT1982,Oceania,Vanuatu,1982,0.0,51.296,0.0,0.0,0.0,VUT
VUT1983,Oceania,Vanuatu,1983,0.0,54.96,0.0,0.0,0.0,VUT
VUT1984,Oceania,Vanuatu,1984,0.0,54.96,0.0,0.0,0.0,VUT
VUT1985,Oceania,Vanuatu,1985,0.0,120.912,0.0,0.0,0.0,VUT
VUT1986,Oceania,Vanuatu,1986,0.0,58.624,0.0,0.0,0.0,VUT
VUT1987,Oceania,Vanuatu,1987,0.0,47.632,0.0,0.0,0.0,VUT
VUT1988,Oceania,Vanuatu,1988,0.0,65.952,0.0,0.0,0.0,VUT
VUT1989,Oceania,Vanuatu,1989,0.0,62.288,0.0,0.0,0.0,VUT
VUT1990,Oceania,Vanuatu,1990,0.0,65.952,0.0,0.0,0.0,VUT
VUT1991,Oceania,Vanuatu,1991,0.0,65.952,0.0,0.0,0.0,VUT
VUT1992,Oceania,Vanuatu,1992,0.0,62.288,0.0,0.0,0.0,VUT
VUT1993,Oceania,Vanuatu,1993,0.0,62.288,0.0,0.0,0.0,VUT
VUT1994,Oceania,Vanuatu,1994,0.0,62.288,0.0,0.0,0.0,VUT
VUT1995,Oceania,Vanuatu,1995,0.0,65.952,0.0,0.0,0.0,VUT
VUT1996,Oceania,Vanuatu,1996,0.0,84.272,0.0,0.0,0.0,VUT
VUT1997,Oceania,Vanuatu,1997,0.0,84.272,0.0,0.0,0.0,VUT
VUT1998,Oceania,Vanuatu,1998,0.0,80.608,0.0,0.0,0.0,VUT
VUT1999,Oceania,Vanuatu,1999,0.0,84.272,0.0,0.0,0.0,VUT
VUT2000,Oceania,Vanuatu,2000,0.0,84.272,0.0,0.0,0.0,VUT
VUT2001,Oceania,Vanuatu,2001,0.0,87.936,0.0,0.0,0.0,VUT
VUT2002,Oceania,Vanuatu,2002,0.0,84.272,0.0,0.0,0.0,VUT
VUT2003,Oceania,Vanuatu,2003,0.0,84.272,0.0,0.0,0.0,VUT
VUT2004,Oceania,Vanuatu,2004,0.0,58.624,0.0,0.0,0.0,VUT
VUT2005,Oceania,Vanuatu,2005,0.0,58.624,0.0,0.0,0.0,VUT
VUT2006,Oceania,Vanuatu,2006,0.0,47.632,0.0,0.0,0.0,VUT
VUT2007,Oceania,Vanuatu,2007,0.0,98.928,0.0,0.0,0.0,VUT
VUT2008,Oceania,Vanuatu,2008,0.0,95.264,0.0,0.0,0.0,VUT
VUT2009,Oceania,Vanuatu,2009,0.0,120.912,0.0,0.0,0.0,VUT
VUT2010,Oceania,Vanuatu,2010,0.0,120.912,0.0,0.0,0.0,VUT
VUT2011,Oceania,Vanuatu,2011,0.0,131.904,0.0,0.0,0.0,VUT
VUT2012,Oceania,Vanuatu,2012,0.0,113.584,0.0,0.0,0.0,VUT
VUT2013,Oceania,Vanuatu,2013,0.0,106.256,0.0,0.0,0.0,VUT
VUT2014,Oceania,Vanuatu,2014,0.0,153.888,0.0,0.0,0.0,VUT
VEN1904,South America,Venezuela,1904,3.664,0.0,0.0,0.0,0.0,VEN
VEN1908,South America,Venezuela,1908,3.664,0.0,0.0,0.0,0.0,VEN
VEN1913,South America,Venezuela,1913,14.656,0.0,0.0,0.0,0.0,VEN
VEN1914,South America,Venezuela,1914,25.648,7.328,0.0,0.0,0.0,VEN
VEN1915,South America,Venezuela,1915,36.64,14.656,0.0,0.0,0.0,VEN
VEN1916,South America,Venezuela,1916,51.296,29.312,0.0,0.0,0.0,VEN
VEN1917,South America,Venezuela,1917,51.296,29.312,0.0,0.0,0.0,VEN
VEN1918,South America,Venezuela,1918,135.568,80.608,0.0,0.0,0.0,VEN
VEN1919,South America,Venezuela,1919,76.944,135.568,0.0,0.0,0.0,VEN
VEN1920,South America,Venezuela,1920,62.288,84.272,0.0,0.0,0.0,VEN
VEN1921,South America,Venezuela,1921,58.624,102.592,0.0,0.0,0.0,VEN
VEN1922,South America,Venezuela,1922,54.96,150.224,0.0,0.0,0.0,VEN
VEN1923,South America,Venezuela,1923,168.544,285.792,0.0,0.0,0.0,VEN
VEN1924,South America,Venezuela,1924,135.568,249.152,0.0,0.0,0.0,VEN
VEN1925,South America,Venezuela,1925,168.544,501.968,0.0,0.0,0.0,VEN
VEN1926,South America,Venezuela,1926,102.592,967.296,0.0,0.0,0.0,VEN
VEN1927,South America,Venezuela,1927,47.632,967.296,0.0,0.0,0.0,VEN
VEN1928,South America,Venezuela,1928,47.632,1853.984,0.0,0.0,0.0,VEN
VEN1929,South America,Venezuela,1929,51.296,1897.952,0.0,0.0,0.0,VEN
VEN1930,South America,Venezuela,1930,25.648,0.0,0.0,0.0,0.0,VEN
VEN1931,South America,Venezuela,1931,3.664,0.0,0.0,0.0,0.0,VEN
VEN1932,South America,Venezuela,1932,3.664,2744.336,1062.56,0.0,0.0,VEN
VEN1933,South America,Venezuela,1933,14.656,1751.392,1055.232,0.0,0.0,VEN
VEN1934,South America,Venezuela,1934,0.0,4063.376,1161.488,0.0,0.0,VEN
VEN1935,South America,Venezuela,1935,3.664,4752.208,1227.44,10.992,0.0,VEN
VEN1936,South America,Venezuela,1936,14.656,1857.648,1275.072,18.32,0.0,VEN
VEN1937,South America,Venezuela,1937,18.32,8031.488,1326.368,21.984,0.0,VEN
VEN1938,South America,Venezuela,1938,14.656,4477.408,1608.496,18.32,0.0,VEN
VEN1939,South America,Venezuela,1939,7.328,6946.944,0.0,43.968,0.0,VEN
VEN1940,South America,Venezuela,1940,14.656,12285.392,0.0,43.968,0.0,VEN
VEN1941,South America,Venezuela,1941,14.656,13956.176,1029.584,58.624,0.0,VEN
VEN1942,South America,Venezuela,1942,25.648,10621.936,842.72,62.288,0.0,VEN
VEN1943,South America,Venezuela,1943,29.312,9559.376,688.832,54.96,0.0,VEN
VEN1944,South America,Venezuela,1944,25.648,13912.208,1128.512,58.624,0.0,VEN
VEN1945,South America,Venezuela,1945,18.32,14381.2,1300.72,58.624,0.0,VEN
VEN1946,South America,Venezuela,1946,10.992,78383.952,1593.84,62.288,0.0,VEN
VEN1947,South America,Venezuela,1947,7.328,18177.104,2242.368,73.28,0.0,VEN
VEN1948,South America,Venezuela,1948,7.328,23097.856,2337.632,106.256,0.0,VEN
VEN1949,South America,Venezuela,1949,3.664,26406.448,2161.76,142.896,0.0,VEN
VEN1950,South America,Venezuela,1950,3.664,7903.248,2304.656,249.152,27817.088,VEN
VEN1951,South America,Venezuela,1951,76.944,10544.992,2971.504,307.776,33481.632,VEN
VEN1952,South America,Venezuela,1952,69.616,10882.08,3612.704,417.696,35764.304,VEN
VEN1953,South America,Venezuela,1953,80.608,10167.6,4481.072,490.976,32638.912,VEN
VEN1954,South America,Venezuela,1954,87.936,10731.856,5048.992,604.56,34734.72,VEN
VEN1955,South America,Venezuela,1955,84.272,16971.648,5668.208,637.536,36394.512,VEN
VEN1956,South America,Venezuela,1956,84.272,17371.024,6177.504,721.808,40663.072,VEN
VEN1957,South America,Venezuela,1957,95.264,17825.36,7474.56,872.032,43319.472,VEN
VEN1958,South America,Venezuela,1958,98.928,6917.632,8104.768,806.08,38537.952,VEN
VEN1959,South America,Venezuela,1959,91.6,19800.256,8647.04,934.32,35680.032,VEN
VEN1960,South America,Venezuela,1960,95.264,14883.168,9500.752,740.128,31803.52,VEN
VEN1961,South America,Venezuela,1961,113.584,11541.6,10112.64,754.784,29363.296,VEN
VEN1962,South America,Venezuela,1962,377.392,8042.48,10691.552,765.776,34181.456,VEN
VEN1963,South America,Venezuela,1963,450.672,13113.456,11559.92,787.76,30246.32,VEN
VEN1964,South America,Venezuela,1964,531.28,11215.504,12717.744,923.328,31165.984,VEN
VEN1965,South America,Venezuela,1965,567.92,13560.464,13472.528,1051.568,32081.984,VEN
VEN1966,South America,Venezuela,1966,472.656,10610.944,14326.24,1051.568,30521.12,VEN
VEN1967,South America,Venezuela,1967,597.232,13040.176,15692.912,1121.184,35306.304,VEN
VEN1968,South America,Venezuela,1968,981.952,13487.184,16198.544,1216.448,33694.144,VEN
VEN1969,South America,Venezuela,1969,809.744,16055.648,16674.864,1066.224,34339.008,VEN
VEN1970,South America,Venezuela,1970,923.328,17162.176,18785.328,1319.04,36313.904,VEN
VEN1971,South America,Venezuela,1971,494.64,10654.912,19569.424,1395.984,30400.208,VEN
VEN1972,South America,Venezuela,1972,545.936,13952.512,19781.936,1487.584,26761.856,VEN
VEN1973,South America,Venezuela,1973,981.952,13373.6,23618.144,1700.096,26772.848,VEN
